
21005085	34887520	97671572	24920880	33312694
16036128	97153052	60967454	3328047	25015826
52209250	27696186	76336594	39155873	10678857
1550121	36865640	37980063	56206126	95789187
28811329	14807110	85385728	77268425	54085515
53152529	24849606	94454609	61312915	81548120
88365318	79083520	31974104	82407021	6468352
73952824	97527930	98085079	17859207	63560280
95549819	28014	90116784	58035834	96991417
49769677	95662983	23018857	54959167	38722658
49370575	56018976	87258196	14760625	23712243
84977285	59658681	31302884	5558376	84300048
5492752	38247401	19033877	23119170	26757765
50604734	30568650	32705133	22085776	64600685
86962297	35803740	98337512	27528629	60613239
95082828	36962277	3378778	885101	92313631
84579815	94291624	67382474	13871739	13251104
34048811	24680384	84078268	36110266	37716237
70938028	34386284	1380104	97452588	84233664
96707605	2062652	50310770	59116	53071859
74051124	25486474	55539762	47430637	71165203
69347183	59669731	87296855	21407916	8837375
38260918	92673543	74888355	84342605	11222694
7491553	18384138	49202468	72758191	26189658
4462049	28041295	24140124	55025632	73209747
99223169	99600761	12877124	3455023	90784932
35260639	67223165	85015137	34125973	39521593
19196749	84682543	85604933	30328860	41531685
48961522	24133609	65066563	62980693	19891940
56333913	57228929	25798203	85879185	68507816
81522120	75430534	50889860	61680967	20366402
57448841	61592084	64540729	75351989	83262916
9063259	17782393	63246447	36077310	86394637
46528132	92857012	13801821	46251840	49319598
55473422	43855267	38166765	40517570	76102183
17316809	919369	41172015	88612356	32185876
94378409	38639182	91535499	34582416	94330936
40549507	77699138	88064174	77091247	72322405
71905949	36329633	26089046	99961237	96563422
85833497	51495875	10255812	35907352	92875204
9833963	16576053	65676360	14368784	43076696
27424945	52923114	86918610	45517203	94994173
55743230	53832399	25332615	181276	30429398
58701422	67133182	84332977	89647372	27187044
89928113	60380301	27640836	9688928	69767778
73296137	71267395	98866092	81372580	35897832
83332287	23961331	78179882	82618004	38754439
20109084	54676696	46108179	51456013	55632835
12096043	43231254	92444143	90536964	16259271
62814369	4169131	50587641	75220295	96637348
87191484	65860986	39219275	12124595	9898478
40931333	47927648	17773765	7479443	71311669
89247073	13262310	58052190	61411255	52764989
99235353	67144789	55257355	64519834	32624799
85779620	62879175	54025218	17642080	81179067
39383572	97506572	75494083	69855961	88866396
21887403	31546626	7767480	18097874	5979478
24938479	75653849	32787657	65396092	48194912
55550315	27991848	31343650	58322436	339670
60921267	80574335	70006911	18748266	98135723
83364082	66381913	91625230	13445654	17916176
35780642	59289514	90234463	32911165	58190379
15455077	17220655	73053916	33884098	90925897
90141035	7362780	60799532	35831255	32910221
78805226	12504553	40549768	61083364	36113511
6456563	23488461	52419517	66223709	32968905
51969562	98477852	90891192	46805661	6581883
29479118	78793275	60058465	72912401	81080846
97593768	60910235	64092651	36025628	57491897
2018689	99167196	68327384	31576937	80962625
23434967	33225268	86896382	5156730	9759824
59209699	25597848	4208967	18622905	50869692
81843319	58559630	78128102	40510925	74969502
9400035	38353308	4862824	40304013	18454980
25371451	40928435	26839067	30602165	9143512
83022429	75559609	86404835	24793390	19362696
67337504	66836670	75391596	62608143	72489645
30106319	69386402	28705329	79973583	18922141
16965153	28393316	17573161	76861370	30691818
16081702	51278584	45212622	700308	87881426
6998018	28404545	64809149	98443340	57369198
53311554	8111493	22812423	41538086	9623882
27356744	67673438	65379914	45163365	77402155
28676968	8609617	52719535	92016096	6053142
18900393	22527289	80933089	49924728	95038730
25099679	97570873	33317566	91444879	43918319
86286447	82225063	15331967	66974960	77786247
778543	13064492	71643590	62139637	89784940
53184577	84227361	95475836	83370432	6460496
93011179	50516625	5507323	4083780	81478766
38908319	47333149	78446293	74042652	82226435
68011390	64460244	17812481	93582972	7244413
61297193	77869744	99652	14828677	22604900
5717932	42374960	21709462	2474523	59923669
91032713	39306904	17397048	65865446	87026684
68161377	48811727	26634690	36373356	34011732
95400493	41924866	98891104	78104842	28759632
97705488	90208884	88444973	85141714	5077591
6690739	70192173	21577538	15472524	41595908
79827398	38124943	83970802	93509862	54128050
55662432	40252384	37144705	81756087	232379
19777100	47569169	59328067	73462371	18059210
10359225	2887935	85904528	2781857	90801655
63423057	41572390	44925967	9704217	50671889
85410412	30527372	17072766	53313189	23333088
65811229	47117586	50818516	51316873	55555795
43545812	57279167	23835999	6857077	95852832
58305962	67016775	36602401	13352335	12693253
21073363	52941176	42820425	72832326	25664938
19967396	95521424	82797245	71250679	2909427
57513360	88406742	24150764	4150905	59213137
47062184	26593859	56277652	89868408	32673185
22300695	40072900	9451144	10545503	32465381
56933907	57245716	21896632	7132012	75697446
57511750	69155682	93331169	90648459	89453080
65203399	47022934	12673090	43696090	66845718
5698495	10286664	21970050	4740622	17928730
17276054	99807110	30736352	97744804	62763937
50553341	1436801	14974463	14717164	47599309
7356002	69969376	29081858	18620116	94885413
45884128	75482634	42609082	42378605	77192291
39248576	25828209	70532105	13431715	41452019
87671370	46638934	97399186	24749814	84054812
73992136	85739940	62918970	99471866	76835898
20790155	9813340	11655853	18246895	84649251
94658486	93574405	78204097	20829269	96676055
38081242	16392328	54056821	91509282	71029314
67085953	2926824	59614815	1109938	60105984
52279709	61692985	13555184	88537152	33182995
2879146	35210857	86361200	17889608	38579010
36907250	34923961	35229481	83410660	78722174
82344079	44887159	7579790	37196860	20017056
91035793	8740842	7793281	95499281	93605741
83845682	86220466	28124028	28726064	48674222
10050443	21924723	96251584	15419226	34951112
28395261	57710306	27460455	79634929	59755429
30368773	26797536	76971903	61709693	52928022
89051066	16450733	66643683	11561860	67877517
35845624	6351282	13243685	753716	16268693
60040305	33566157	5545019	67537112	1915364
77402874	87101384	35634726	24786040	23782537
91519716	79769666	20744791	40278754	75903651
73631822	39405847	66357569	52422965	34765137
92799485	4289395	73429529	48544235	42253390
8955515	77533956	58515279	3561174	83140008
86527120	61745622	54449494	56630932	36267618
7275496	95054976	90080573	90056107	46022735
55216329	13250581	14837273	82822325	18876124
31857384	15839257	65501916	34246340	52064794
13919900	92515678	34074772	25698540	94264145
20817618	8200396	78516142	98818572	56423967
62348026	13789777	91279900	18970784	26214250
42204324	71250128	35588544	55543229	61935232
26412409	63341585	6862061	89235390	59506786
43092809	97668824	86809527	12418839	67310934
49456228	90510603	27031182	3686853	91070163
11987082	70947894	69652987	79525850	40048491
2517527	38835280	55401746	71390233	48138768
83827343	89583416	77135623	24098467	51282266
25361472	19665444	436844	42303869	24633951
45434065	2284982	59140354	71278678	46012373
89320556	95469004	39359998	94017026	99136022
46171081	34178644	78799924	69117228	5028759
37402506	21545238	14515174	66720803	28861211
5329992	79288938	87507814	16809115	17536022
75557413	28247822	99238855	45649874	92541359
38473716	14311201	90280639	78271355	62883601
49127726	8611974	86971445	55469457	10706902
18311454	59281056	61474257	87464252	54722419
96702734	89395353	60710042	4516356	38541542
76297334	606154	34300272	89016234	43407418
96366105	84409959	85578995	51421663	34911173
58356218	98627871	47173614	53559612	82068276
36733251	47505500	34954581	16217827	42276851
62876114	28401859	79075008	77932234	71311461
26278163	56836002	39898799	59105803	64125797
61289978	31159898	10769005	1022938	55324224
62218469	60996652	64244597	9026894	74558788
58066279	42753482	23057065	59928702	72303763
70114173	7190741	85627587	64525474	38927326
75703364	37582320	78996129	72837737	45692593
74489320	1561911	27960596	58545978	55296656
63523447	94926711	24405535	24782218	42597514
82232096	90625445	97384038	89216048	69641450
24302035	70950461	99807133	10845512	77299689
92714278	38463807	89039914	95831345	53217984
67501807	78865495	41996449	69861809	20436821
32524175	13554555	52725108	91203740	87127452
34924637	23551551	85860553	10379435	27553477
83022912	28780412	22309110	56043195	93666018
80192098	87246810	3462650	60087775	9791957
64053035	4120295	18451985	44622852	42323197
14701028	75816499	16560202	26179034	76401448
63390104	13576575	28981145	28594836	94400597
8457603	79952832	94589801	74670300	31942644
76332355	89467470	61518821	49310122	36689025
13650116	45983691	30563172	67164572	49755863
11681248	38756251	88312777	21923544	61389448
34302474	75905342	27581558	27358089	11998446
37641584	45181956	56206728	62082380	69812852
15285729	38579072	25335156	31836541	13075967
36265180	84874730	80335138	63471082	5336460
63480877	9294550	27928499	72224203	67249342
97635082	16333584	37482634	84683736	76614925
76491938	2436188	91230506	58728350	93143066
78811641	89655200	23936766	78923075	55788314
79425579	30306274	62039617	82388025	64254813
39046792	38422846	69378678	73468802	62889876
75774767	78245136	25804423	67218283	64277818
66748179	99782997	59903238	69338470	26557214
83907970	87484	40430744	2505996	10397204
56303279	46987217	84300125	40395302	9309332
69977858	93067549	8674895	53067953	3550797
43647251	18000550	11964871	83641900	74331878
61190735	22488945	7885484	23264045	94354670
64786904	29133374	42181770	78883192	1100365
73231364	39041269	76455476	30921271	64156872
30062348	62904082	58235461	88859753	63532144
53172077	99710641	68231541	81017421	25426109
28697574	40408783	2462630	17756898	72106526
17844133	78094085	68184242	30948126	76382903
37499756	91033320	61150703	62089080	90216739
5618415	14738959	60589240	14223797	71651508
75733021	23233288	56266102	67810677	40607822
7388306	17861084	22157935	87791242	24076958
84286193	18791312	16318817	23180220	55897259
28799435	53895932	67639053	32323024	62054930
6744067	63186521	71242573	67400832	36581209
89938528	45527372	38976183	18830762	46421619
95892773	90260897	80265994	22517323	92180556
49864679	61477731	36843542	37587941	14534944
99244273	70274291	77524305	79444147	59889815
22675836	88174149	18139281	52889448	29820816
61511993	40586854	25600114	15230232	77208557
12974085	3718398	66508502	9350202	13342966
98430031	79936376	16728317	2573813	12949408
4307168	92808552	96749478	98329777	30982316
32886018	23420833	66742802	83367049	2159829
13691886	53350358	55211801	81946875	42761251
47836908	25413935	65814219	52952907	26851959
55078386	34050675	53172591	59686176	90099547
64028906	1388142	65124411	65948465	73128511
87106002	22649065	30812176	2230180	32665854
62371588	5153929	58030249	94027704	2966000
86861025	87440529	17849939	18045260	87587819
78619004	77010673	81353607	41599391	3261350
18780698	98820017	2548344	90140023	65298232
81270481	28302653	44313146	10237209	12654483
76476949	9007753	77791193	16920434	51828048
62012775	7050287	84648299	59510589	55696995
88853414	64246562	63709198	52412492	96090076
16209115	57022589	67379272	44252640	88289880
1673094	76930998	54394554	99172896	20906240
92381188	96003514	95233690	38699716	15317962
9217988	33663818	73674319	2770038	22965251
49514512	7003081	75581278	31808760	26511743
94877133	85326532	12257122	34066640	4022823
63573432	34186762	13200967	61478444	36389097
44240699	73142013	63363010	41973881	37231052
62210488	33969025	19127175	47561322	35986358
49397632	77853244	41340995	97223671	57531280
40397182	54071980	10480351	5053193	48698274
84926903	38163544	28848038	25018644	56467598
72491013	41485092	40382699	5394908	59489182
34889296	86780278	94556940	63774041	74117521
74239601	64630353	9721540	18880759	3783828
88645524	72141889	58607639	34899332	59415139
14768632	68114887	2177367	15680264	16439669
67995788	56975260	36957742	7186984	93057567
7420469	84018599	16313499	88946656	9623969
27819102	12901791	98601217	34709579	45316016
7974798	11382324	19483469	35904947	75477436
42295597	86875461	93179711	60951752	80279075
16522700	44354183	99653596	8284485	4780887
20981630	92701313	35024190	65983469	18952607
56527801	19035181	44830259	25668373	37731411
35318594	24698462	26095797	27575201	30579211
1575108	45414135	14479989	3781462	47460967
64104819	42078733	93585542	34488863	49110811
92352277	68082531	457158	79752109	5003507
71184381	13615699	84729134	96144533	23787663
46716727	85346667	90477704	14039649	18764362
83131084	69558405	95068472	42287874	79154495
77638679	71702814	30548024	75893072	72631430
98246866	10750500	91485647	4550353	60882722
23306593	3196982	23776390	36349126	76227639
91740158	10698211	99113999	3975134	74713287
91334066	38583229	88531392	47488213	19371590
22062729	10507490	64281917	46654042	83953105
78454188	86226678	7680198	55714806	57138877
64994460	8331935	82688252	75454361	47277759
9753530	41346437	98500520	33395583	36032022
91949955	87886359	82252554	68236044	39379134
21633788	2055136	42480780	68575029	2134187
31910922	87552865	11974543	25188755	77032879
88890404	12162969	53319268	81147808	63104860
1081046	96889768	73926490	31525966	35265482
95934272	54165522	60771008	90025701	50517239
50826929	5741906	32715772	10616721	81024378
37566276	54704955	30233913	52279523	77699547
71027848	92316984	42417389	10621777	22572621
52126617	4928604	98617370	77161948	63023228
35825467	86485356	58351949	14338624	34108427
18575673	65454573	80819444	16750677	92269483
70213824	98102646	43918427	80651551	38493426
2535507	89834230	48279365	60776709	45437729
93740726	66112774	95690545	3093714	27145936
35171125	72383595	97306881	47911559	86780815
81326314	11722195	67558689	2183072	16156707
2918489	28984298	46752481	71599388	22599614
87916463	97829478	91492970	15608790	53610837
38181409	97227913	28196445	18539637	53978766
80426289	23732005	81620299	62154266	44166117
73923820	21861416	14216496	81882791	22534951
48742734	1278676	60501959	30271896	64361256
74022675	57081074	33953567	79511524	12295498
6313896	11544715	71480568	54400966	12891475
3272269	28527765	48511581	6516767	39072472
63597739	80776138	13734160	51296760	10003333
70756023	3533883	1686366	71210476	72114542
75536406	59302833	84112038	95541946	33512648
1631074	11879756	2011295	28940895	84456247
40416484	90365925	53777298	61138369	46527502
39721218	88297632	96222182	99279765	35537628
47183758	30789036	23196339	59936127	14485550
98865882	1582541	23999434	16245881	12692060
33117488	59416808	22527592	8816859	38496604
8532236	24010289	4715807	59211803	95820283
56245293	52064037	58043079	72654450	72917080
7575828	31889845	43332996	49902549	72311835
78212887	5471216	4268947	4145818	31816510
89546712	63996088	76099716	44490777	66515239
58158245	28602699	44453306	69557316	3459337
18897664	71110312	15461852	34628389	16459982
27122318	14643217	72108965	72922844	25405286
54274060	33199467	40597980	30774737	76466225
77368264	28050612	31336614	36563960	15153981
19870381	72749318	22154777	25417905	61017024
24008928	61156082	54170698	58528905	44672433
83377460	30722081	57417225	63756776	82346377
31410820	76382906	61421117	38880302	84874743
78477261	26400976	56404420	79263975	19555118
38556067	25421585	25122317	91774355	85574816
34378452	72966721	12356948	65672093	86925510
17345593	23476134	75963449	35878696	95765164
56191889	9421393	32824650	46260803	801883
957864	8493764	70638259	54874443	74899074
23194211	29780689	757128	70774993	11586914
45407468	18170013	43157968	30381471	75646608
59511519	5022777	30225080	3925260	48131281
59649320	26439185	40852007	38256303	74221773
75140997	19692442	16803707	17439524	26714930
75814616	71980741	87613332	66982856	82036456
20406048	90959292	65972551	55232066	34385812
63966192	97196589	48874099	49368458	42308072
38141756	40449714	48201353	99771880	64180364
19198417	48571950	42238328	82150280	76384695
12291174	53438443	79030926	58361500	38578535
78769496	7253919	44711534	16405119	43551708
48777136	76659119	52805641	20531184	34568975
96910462	14564489	21666885	7703835	24608416
62712670	91829572	20156934	40023247	34315256
66485442	72042189	42016732	98272918	25172788
9869024	35569465	30171920	68250613	93590177
67952362	88409054	56480351	38449772	98807021
67072312	16297507	1134744	75010994	98375903
6806737	26746647	64701339	16212837	4872330
81089935	25808373	16181835	49966190	22321139
49771556	42570647	33302531	2912111	97423362
9535678	97439853	69804765	24857615	79657154
38211993	97037673	86152520	41099727	4322840
71800495	52289735	12075801	84116547	68389288
27935056	3286571	46412947	43313906	12158744
52138192	96436345	19096085	40433507	42282020
34274900	40144687	53468886	23270495	938439
9009563	21581715	54431896	34127573	72227141
38676808	84099018	55256664	51795916	26481674
77593745	78308213	40472210	53797727	41488399
3462805	27170511	15934547	34866712	43891271
90033637	94134240	40377016	32986935	72401791
93697558	1658596	29225748	82231312	79081470
63023832	48024573	15021498	40912103	67382454
34818611	88105196	2534860	78107240	10564933
71776804	1709646	90225978	23875460	14939562
40830737	9703349	27045668	56327807	79299113
49941935	58613600	45698783	50094344	18778200
44444038	62310420	65961481	51596534	6324635
47426299	97886313	24449954	87022553	80915069
65764214	62803330	60989539	26868073	18524504
27279192	37719463	80679169	6248665	14227537
53245173	30109206	7789826	39618335	49266089
35747843	86476364	24138685	3926266	92321799
4175483	30936474	85879546	6432784	97574673
38496935	89087946	12820825	69570500	45226811
16064054	56114344	48032625	27546470	17420962
6933450	87798789	66969358	84541221	34303628
88226796	21778365	74442078	92752119	64363629
69028835	23219991	55485940	3799614	78708363
91410447	17451539	86504270	3690001	9444980
61605783	13930567	94244445	68155403	66537140
84215287	77411724	64091936	86286608	4332977
22773337	58294135	3725407	13243480	36357051
73237688	52026864	41525291	78785372	88914862
71515183	53310914	35546342	72629600	28776504
14625801	87831955	40030556	88148048	6180763
13087352	87213099	96080096	37022544	60528039
40041011	67177841	15410887	22007101	91772138
62290083	10390028	65262206	51859394	94162807
20161688	56322239	60582682	42598515	9312780
20784755	18307445	65980083	53077047	34984900
38455606	91849877	94426822	74946119	41058235
57755925	57261265	88655533	22759463	78190426
11408439	29819724	57821223	11399990	29857892
76050068	53179763	32646847	14333617	98078227
76100983	2264406	92778010	38373749	69127672
75278288	30100195	13561329	80967258	70158036
22901490	67417020	86246595	29091291	58917378
65619263	96191387	95867315	82135387	6436250
15806126	30798499	74627103	9618075	42611623
83571959	20547686	87434757	53825824	53261403
15068771	61513684	39764913	5272054	6389317
97433123	31125828	15013758	87285750	97112766
55924946	88368343	15331432	41816820	87080833
98786801	89078455	80826774	97404131	89675111
65980942	11935616	18512424	38854394	4452260
21836015	61675129	48073530	4913328	25724940
20413078	68976680	20378588	83992645	81386859
22609978	48143555	11095148	43083892	45277391
92461250	54716036	90335548	94517199	39668770
3333084	84680383	82079084	36866282	25723103
66394119	70138110	61376917	12727219	85945723
46894869	62901921	6071230	82905298	96954960
15151773	93438260	52885026	31257728	74602212
37242572	93783544	82940079	66420506	76436658
44352878	89982409	28136992	67377330	84320757
11323928	46489686	56905661	10066803	41455302
22430725	57974767	80652553	1850101	62846653
41796822	51182739	31344052	57900375	84767696
14412563	90589325	93740999	83805890	29055067
1343841	9745820	39888101	86933491	5032419
84827580	78323516	51242037	23975801	45613758
69902280	55010872	87701052	49369558	40709521
65313072	7246350	3092159	95894630	45090540
77810132	58109448	58771642	14841264	24469005
68159694	18339663	98794818	36542347	89943860
69966796	49998752	24540925	45101306	39185074
94525163	13730140	58394208	27412768	63612671
44847822	35372809	28098807	79222574	78119075
62966484	2317970	55868141	73743850	85276473
52578022	42946147	37830535	18979542	38571674
46775283	58539757	16732432	19714419	50635322
21505808	31889496	89647031	88364943	22018788
80837514	19902781	85286793	70201699	49263695
28932357	28426949	65595347	82725157	88111765
34674104	31646376	97836676	62076900	55408138
31842537	82047577	53996081	64384627	50267255
53146347	24155226	28809145	74715498	42715932
48967686	45411739	68022377	54474249	87920608
63536489	30528498	55519776	89925163	78740464
98972072	3681983	40613766	16429997	55547703
75835953	92291999	79651252	40865475	34286621
10598499	90866254	77246554	44827272	42201381
64805706	394455	16771154	95924146	61196147
11548472	83393846	21999805	4754755	30564099
68564621	43584005	87666086	48095518	49765060
6445595	63334083	51689801	40149181	14526053
54029655	35754436	60153308	36869062	18195969
88515663	56418255	97999901	33128090	75991854
66814885	15635157	36871767	91683067	68169769
66004177	58145120	34254903	23006063	99704558
10707763	57737229	80423309	2250488	71257818
39784341	90423824	81813941	16839531	74754312
69122364	5662873	34234610	77493786	92475747
34546160	81921049	16496368	43609692	64650243
26581500	45853019	11968420	49109093	10321975
77154728	69132433	60866059	93402323	71902816
10595750	975290	84889614	47915665	2326316
60012319	52886402	543257	78310954	9895038
40075472	6138110	15112224	4167786	85278181
14888269	69200481	56274957	12026166	62849864
80898907	74075421	8136619	65444833	89695297
97085912	49044374	36416533	90937396	7373295
5352348	33876160	36900529	3538587	87795423
7335017	86952642	30722633	40166845	34238084
85971889	39293398	47669431	213518	98425481
93671850	5258395	59069453	75135766	76685924
62884715	64453512	19972682	12366762	60845432
57294703	69300548	74483068	89988784	11509704
45308127	25264537	46449641	57702243	87568882
22559596	47185348	11761526	73735508	33234533
54610107	44505500	65508489	57450296	69529782
