4135	60331	48780	38485	73020
36918	62787	63747	40848	48094
58148	63187	26814	62087	10425
19136	70161	66499	64353	78893
31547	86859	73541	60106	71506
52551	75293	2368	95933	63868
49126	60512	80535	31073	5480
25187	32383	92440	38407	9735
85266	80983	21244	19583	43234
84824	57317	96347	10317	11692
65638	7073	38470	1077	91007
42705	2378	98804	79574	36460
695	24860	41664	44481	76657
98781	92042	84921	51655	57555
42524	69365	52733	84114	67060
50700	27825	6101	14310	64341
46192	39624	7206	5365	18356
3287	1073	92217	98023	10818
39823	32033	98949	27566	26017
6081	29271	89162	29367	33631
21622	49092	36186	69323	49297
50603	52633	31602	78471	11786
24887	50708	60410	98974	99326
46380	80733	28791	31505	10326
22905	98930	6840	65398	43742
96549	82848	68897	26396	39305
72890	51761	56334	74716	51180
55036	3136	92942	12016	90182
86127	81554	8175	64889	78103
45589	51120	95677	11439	78344
9081	24089	15673	13043	70949
49279	36438	99868	7529	79359
7664	13829	68344	56164	21704
2591	66555	87195	65940	75876
20345	26903	53311	50194	79684
25013	67627	92826	84201	39287
23331	39725	54452	352	73080
23580	69701	72964	20931	49909
16104	43746	24151	20583	5331
38942	28600	81660	51618	1786
42706	36889	13464	12746	2358
99678	83908	20067	70026	86257
86091	47808	2946	19324	97657
59777	16678	73609	83604	2102
48142	28859	50262	99144	5172
32998	53856	18082	74650	38668
15384	66031	76267	60377	42345
89400	22817	82613	19975	45549
37	34200	55461	70459	2772
71454	18319	13974	98141	79258
8717	62762	38545	52018	22992
97319	76334	43474	24769	46086
98766	62608	89837	71344	85601
40722	54892	14631	15618	88153
69239	48961	79175	50198	88206
2897	85715	50163	83035	84392
33464	32535	36525	16555	5098
33093	13473	6588	71243	85613
71200	71458	72622	56957	38835
40908	23280	25228	6964	20823
1210	85009	55390	31488	66923
22415	90262	96672	3869	32223
89033	74988	57969	80524	84998
4417	31398	58205	20748	31004
17139	2806	16194	21749	68444
95418	18103	51615	54701	22983
79050	98929	56007	38050	97974
16120	71308	50784	37049	25499
29978	27245	85306	12431	56491
34002	11547	5323	52576	49361
36356	22143	4622	93974	18259
16372	97744	60438	55814	42563
18737	79293	9640	81650	59186
53210	65977	40149	34831	84867
32387	12488	96895	23190	17736
62280	77377	89516	24799	14073
40730	47354	75982	85014	85546
87898	39216	50920	12996	64116
94743	59018	50088	53313	90333
69772	27526	25371	34988	58064
66072	15134	68485	68188	56600
66661	50411	89035	69448	96691
16344	71405	18479	50529	2467
87048	73729	55005	82686	18744
2275	88186	67305	49756	52718
44472	42623	74365	20480	59963
79108	90054	71729	30688	83643
48460	97957	86422	53264	61694
59505	73991	82290	79629	64885
31799	62602	91771	94460	6143
20874	63474	3635	18862	29352
45296	85270	98742	55237	42364
2022	77748	654	12957	80474
86837	61411	93619	62549	69470
18454	52600	92313	34145	7175
80897	80916	37297	49622	95479
4902	60093	12417	88343	69087
78633	79319	16840	27799	4106
75092	13370	12387	29189	13803
84965	41786	7087	37803	13560
99446	99859	98756	53118	91945
71567	59977	52843	19147	34048
92273	8182	60941	2376	63706
80665	84336	2935	52608	21939
39505	56812	33911	22748	70898
6790	9751	38464	41343	90188
99316	88598	93765	54963	16625
58578	2596	14885	71756	76190
75119	19051	90764	50875	36791
46383	28214	28565	22151	8060
9329	68049	37672	78063	99547
36888	98859	15739	74614	88945
44611	92825	92671	21809	26041
46420	24612	48010	41343	43208
82342	84625	63687	35087	75073
48548	31228	38324	98667	71355
11244	48349	89027	1543	72133
88209	58008	14345	73072	44950
47998	30322	60841	70331	41638
